horizon_seconds,horizon_steps,model_type,nominal_coverage,empirical_coverage,coverage_error,avg_radius,avg_interval_width,radius_pinball_loss,winkler_score,naive_center_mae,point_forecast,point_improvement_vs_naive,avg_abs_move,max_abs_move,raw_empirical_coverage,raw_avg_interval_width,conformal_padding
1.0,10,gbrt_radius,0.9,0.9559236384053902,0.055923638405390164,0.06757178596557738,0.13514357193115475,0.006869688585096993,0.1653217519490556,0.01396399012355785,persistence_mid,0.0,0.01396399012355785,0.2691341793694164,0.9559236384053902,0.13514357193115475,0.0
1.0,10,extra_trees_radius,0.9,0.9758562605277934,0.07585626052779337,0.09480910656792826,0.18961821313585653,0.008974449509380554,0.2074169704347268,0.01396399012355785,persistence_mid,0.0,0.01396399012355785,0.2691341793694164,0.9758562605277934,0.18961821313585653,0.0
1.0,10,net_radius,0.9,0.9547304884896126,0.054730488489612594,0.13396872446883012,0.26793744893766025,0.013545256805884278,0.29883311636480137,0.01396399012355785,persistence_mid,0.0,0.01396399012355785,0.2691341793694164,0.9547304884896126,0.26793744893766025,0.0
5.0,50,gbrt_radius,0.9,0.965865992414665,0.06586599241466495,0.16775328692719568,0.33550657385439137,0.014245237613306152,0.3708409103623632,0.04296807904812004,persistence_mid,0.0,0.04296807904812004,0.3450000000000273,0.965865992414665,0.33550657385439137,0.0
5.0,50,net_radius,0.9,0.9604579294844782,0.060457929484478146,0.20429080048997114,0.4085816009799423,0.0182574463829644,0.4510850857555282,0.04296807904812004,persistence_mid,0.0,0.04296807904812004,0.3450000000000273,0.9604579294844782,0.4085816009799423,0.0
5.0,50,extra_trees_radius,0.9,0.9860935524652339,0.08609355246523387,0.2438319324290856,0.4876638648581712,0.020753312151071332,0.5010024011176669,0.04296807904812004,persistence_mid,0.0,0.04296807904812004,0.3450000000000273,0.9860935524652339,0.4876638648581712,0.0
10.0,100,gbrt_radius,0.9,0.9678031634446397,0.06780316344463966,0.22862776021178802,0.45725552042357603,0.01845746291070824,0.4976855465422679,0.06426814416405155,persistence_mid,0.0,0.06426814416405155,0.4049999999999727,0.9678031634446397,0.45725552042357603,0.0
10.0,100,net_radius,0.9,0.9697715289982425,0.06977152899824246,0.2576566779061576,0.5153133558123152,0.020873496541802025,0.5460062191641438,0.06426814416405155,persistence_mid,0.0,0.06426814416405155,0.4049999999999727,0.9697715289982425,0.5153133558123152,0.0
10.0,100,extra_trees_radius,0.9,0.9917750439367311,0.09177504393673108,0.3728132648501884,0.7456265297003768,0.031074399716367277,0.7500242826554488,0.06426814416405155,persistence_mid,0.0,0.06426814416405155,0.4049999999999727,0.9917750439367311,0.7456265297003768,0.0
